License,Inspection Date
66491,08/31/2010
2048266,08/31/2010
1646166,08/31/2010
2054682,08/31/2010
2049550,08/31/2010
2054421,08/31/2010
1991481,08/31/2010
1069379,08/31/2010
2027560,08/31/2010
1847877,08/31/2010
59961,08/31/2010
2054641,08/31/2010
1816475,08/31/2010
15816,08/31/2010
2043294,08/31/2010
1893724,08/31/2010
1168722,08/30/2010
1873580,08/30/2010
2054640,08/30/2010
1738519,08/30/2010
53663,08/30/2010
1938693,08/30/2010
1445336,08/30/2010
1445335,08/30/2010
2054475,08/30/2010
1991136,08/30/2010
1938879,08/30/2010
1648074,08/30/2010
2054578,08/30/2010
2027214,08/30/2010
75453,08/26/2010
1621504,08/30/2010
15653,08/30/2010
2022168,08/30/2010
1975,08/30/2010
21611,08/30/2010
1873311,08/30/2010
2224858,08/30/2010
2027764,08/30/2010
37853,08/27/2010
2321637,08/27/2010
2049992,08/26/2010
28482,08/27/2010
1987078,08/27/2010
1194243,08/27/2010
39429,08/27/2010
2048740,08/27/2010
2048672,08/27/2010
2048970,08/26/2010
60046,08/26/2010
2049374,08/26/2010
1932370,08/26/2010
21239,08/26/2010
1932369,08/26/2010
2048673,08/26/2010
27866,08/26/2010
1732,08/26/2010
1695583,08/26/2010
2021862,08/26/2010
2050143,08/26/2010
1649970,08/26/2010
2048970,08/26/2010
47013,08/26/2010
2043001,08/26/2010
1244902,08/26/2010
80266,08/26/2010
1619755,08/26/2010
1893533,08/26/2010
2042662,08/26/2010
6507,08/25/2010
1225256,08/25/2010
37621,08/25/2010
2009371,08/25/2010
2036621,08/25/2010
1943017,08/25/2010
1622363,08/25/2010
1682445,08/25/2010
22801,08/25/2010
1273275,08/25/2010
1892000,08/25/2010
2050044,08/25/2010
65987,08/25/2010
49336,08/24/2010
2044937,08/24/2010
2050182,08/24/2010
2042086,08/24/2010
2042084,08/24/2010
34229,08/24/2010
1986240,08/24/2010
1986239,08/24/2010
2049317,08/24/2010
2054048,08/24/2010
2049617,08/24/2010
2032106,08/24/2010
2032105,08/24/2010
2032670,08/24/2010
2032669,08/24/2010
1841043,08/24/2010
1975083,08/24/2010
1248512,08/24/2010
1817678,08/24/2010
40975,08/24/2010
2053915,08/24/2010
2043562,08/24/2010
41894,08/24/2010
80266,08/24/2010
1171329,08/24/2010
1381615,08/24/2010
1948233,08/24/2010
1273274,08/24/2010
15961,08/23/2010
1544951,08/23/2010
2050119,08/23/2010
1595769,08/23/2010
2243645,08/23/2010
8520,08/23/2010
32362,08/23/2010
7979,08/23/2010
1000200,08/04/2010
1620258,08/23/2010
22997,08/23/2010
18816,08/23/2010
2321637,08/23/2010
2028010,08/23/2010
5661,08/23/2010
1677226,08/23/2010
1998221,08/23/2010
1682536,08/20/2010
20503,08/23/2010
1922899,08/23/2010
62821,08/23/2010
20973,08/23/2010
1304489,08/23/2010
1959049,08/23/2010
1847582,08/21/2010
7555,08/20/2010
26787,08/20/2010
1761,08/20/2010
1490386,08/20/2010
1168722,08/20/2010
2032412,08/20/2010
2050143,08/20/2010
1092756,08/20/2010
1273274,08/20/2010
2053884,08/20/2010
2042845,08/20/2010
25680,08/20/2010
1768994,08/20/2010
2049088,08/20/2010
1799655,08/20/2010
44607,08/20/2010
44608,08/20/2010
2050017,08/20/2010
2050066,08/20/2010
22624,08/20/2010
38270,08/20/2010
22109,08/20/2010
1922899,08/20/2010
70081,08/20/2010
1597928,08/19/2010
1985416,08/19/2010
41570,08/19/2010
1767369,08/19/2010
2003943,08/19/2010
41916,08/19/2010
10940,08/19/2010
2043199,08/19/2010
62460,08/18/2010
2042354,08/18/2010
1496245,08/18/2010
1299201,08/18/2010
79291,08/18/2010
1738754,08/18/2010
2050185,08/18/2010
1821715,08/18/2010
20841,08/18/2010
2049049,08/18/2010
1922899,08/18/2010
2042848,08/18/2010
85670,08/18/2010
4923,08/18/2010
2050192,08/18/2010
2043368,08/18/2010
45419,08/18/2010
1823689,08/18/2010
2050150,08/18/2010
54665,08/17/2010
1969710,08/17/2010
1495226,08/18/2010
1475546,08/18/2010
1092756,08/18/2010
1649847,08/18/2010
2049856,08/18/2010
1741356,08/09/2010
1403628,08/18/2010
1649847,08/18/2010
2049941,08/17/2010
1821994,08/17/2010
1379435,08/17/2010
2036621,08/17/2010
1488195,08/17/2010
2050068,08/17/2010
2043568,08/17/2010
1821096,08/17/2010
2043502,08/17/2010
1891690,08/17/2010
38718,08/09/2010
52100,08/17/2010
2037752,08/17/2010
2049638,08/16/2010
2224805,08/16/2010
2049906,08/16/2010
53146,08/16/2010
2049903,08/16/2010
38718,08/16/2010
2049905,08/16/2010
2050007,08/16/2010
1478486,08/16/2010
2066699,08/16/2010
60656,08/16/2010
2049460,08/11/2010
29518,08/16/2010
31758,08/16/2010
46240,08/16/2010
2049317,08/16/2010
1904868,08/16/2010
1490322,08/13/2010
75929,08/13/2010
1619366,08/13/2010
5108,08/13/2010
2027275,08/13/2010
1275518,08/13/2010
70246,08/13/2010
1579278,08/13/2010
2048920,08/13/2010
1617352,08/13/2010
1922899,08/13/2010
2049364,08/13/2010
20477,08/13/2010
1514130,08/13/2010
15003,08/13/2010
23015,08/12/2010
2032670,08/12/2010
1275144,08/12/2010
2032669,08/12/2010
2049306,08/12/2010
2031441,08/12/2010
2031440,08/12/2010
1821250,08/12/2010
2321636,08/12/2010
1981133,08/12/2010
2043232,08/12/2010
2049072,08/12/2010
1019,08/12/2010
2002612,08/12/2010
29331,08/12/2010
2022168,08/12/2010
1969952,08/12/2010
2042668,08/12/2010
2049088,08/11/2010
2043521,08/11/2010
1167576,08/11/2010
2049358,08/11/2010
2043565,08/11/2010
1954304,08/11/2010
1403628,08/11/2010
23715,08/11/2010
1515999,08/11/2010
13573,08/11/2010
2043181,08/10/2010
2048474,08/11/2010
1964481,08/11/2010
1974239,08/10/2010
2009500,08/11/2010
2243639,08/11/2010
2049366,08/10/2010
1120560,08/10/2010
1916007,08/10/2010
2048887,08/10/2010
1841897,08/10/2010
1991877,08/10/2010
2027214,08/10/2010
2032886,08/10/2010
2032143,08/10/2010
33511,08/10/2010
1991876,08/10/2010
2049340,08/10/2010
55418,08/10/2010
1171723,08/10/2010
55355,08/10/2010
2032142,08/10/2010
1891690,08/10/2010
2049216,08/10/2010
1998962,08/10/2010
2043066,08/10/2010
1974126,08/09/2010
1546329,08/10/2010
1494617,08/10/2010
1332927,08/10/2010
2049216,08/10/2010
1194826,08/09/2010
1196614,08/09/2010
1903978,08/09/2010
1969970,08/09/2010
84375,08/09/2010
1223703,08/09/2010
2049192,08/09/2010
1869160,08/09/2010
1821122,08/09/2010
38590,08/09/2010
1695318,08/09/2010
6527,08/09/2010
24696,08/09/2010
1144401,08/09/2010
1578,08/06/2010
2026819,08/06/2010
1848076,08/06/2010
1091886,08/06/2010
2049106,08/06/2010
2049066,08/06/2010
19973,08/05/2010
1299638,08/06/2010
2032148,08/06/2010
61449,08/06/2010
1842597,08/06/2010
2049168,08/06/2010
2032413,08/06/2010
1695406,08/05/2010
2048995,08/05/2010
34173,08/05/2010
23917,08/05/2010
2042497,08/05/2010
1043422,08/04/2010
1741356,08/05/2010
22992,08/05/2010
1546658,08/05/2010
2036617,08/05/2010
34913,08/05/2010
2036618,08/05/2010
1963860,08/05/2010
1648477,08/05/2010
2048915,08/05/2010
19826,08/05/2010
1092321,08/05/2010
1818184,08/05/2010
2041600,08/05/2010
2049249,08/05/2010
40503,08/05/2010
2041599,08/05/2010
2043232,08/05/2010
34838,08/04/2010
1543419,08/04/2010
1546658,08/04/2010
2036344,08/04/2010
69637,08/04/2010
46598,08/04/2010
1915919,08/04/2010
1092634,08/04/2010
53231,08/04/2010
2048385,08/04/2010
2042668,08/04/2010
46438,08/04/2010
9261,08/04/2010
34201,08/04/2010
2224746,08/04/2010
2036445,08/04/2010
2027342,08/04/2010
1594881,08/04/2010
23715,08/03/2010
53791,08/03/2010
2017115,08/03/2010
1445833,08/03/2010
1445518,07/12/2010
1959863,08/03/2010
1889078,08/03/2010
2009418,08/03/2010
2017114,08/03/2010
9285,08/03/2010
1069488,08/03/2010
2043023,08/03/2010
2027786,08/03/2010
2027785,08/03/2010
1741356,08/03/2010
3755,08/03/2010
18617,08/03/2010
2037518,08/03/2010
2048535,08/03/2010
1045614,08/02/2010
2048983,08/02/2010
1331472,08/02/2010
2043590,08/02/2010
2043368,08/02/2010
2048939,08/02/2010
23023,08/02/2010
63178,08/02/2010
2048115,08/02/2010
33511,08/02/2010
2048828,08/02/2010
12891,08/02/2010
2003512,08/02/2010
0,08/02/2010
2048906,08/02/2010
2037150,07/29/2010
1646430,07/30/2010
11562,07/29/2010
2033086,07/29/2010
5686,07/29/2010
68669,07/29/2010
1044796,07/29/2010
2043451,07/29/2010
80290,07/29/2010
2026595,07/29/2010
2026594,07/29/2010
1768213,07/29/2010
1891876,07/29/2010
1741943,07/29/2010
276,07/29/2010
2026261,07/29/2010
11915,07/29/2010
2042669,07/29/2010
2048270,07/29/2010
1800287,07/28/2010
2042858,07/29/2010
34435,07/29/2010
2048639,07/28/2010
1959863,07/28/2010
2042740,07/28/2010
1368,07/28/2010
42878,07/28/2010
1980306,07/28/2010
2048635,07/28/2010
2017149,07/28/2010
2042772,07/28/2010
2027003,07/27/2010
1969672,07/27/2010
1904647,07/27/2010
2041783,07/27/2010
1801622,07/27/2010
1999098,07/27/2010
2042610,07/27/2010
1937955,07/27/2010
47199,07/27/2010
1769553,07/27/2010
2013999,07/27/2010
2013998,07/27/2010
2021749,07/27/2010
2021748,07/27/2010
1334605,07/26/2010
2042354,07/26/2010
1965180,07/26/2010
2043044,07/26/2010
2027530,07/26/2010
2043590,07/26/2010
2048467,07/26/2010
2048270,07/26/2010
1332885,07/26/2010
2048526,07/26/2010
1544696,07/26/2010
38286,07/26/2010
1767699,07/26/2010
2042872,07/26/2010
39805,07/26/2010
2002512,07/26/2010
1475876,07/26/2010
2041759,07/26/2010
2048260,07/26/2010
2048364,07/26/2010
2042872,07/23/2010
1333775,07/23/2010
1964753,07/23/2010
1926869,07/23/2010
24166,07/23/2010
1678525,07/23/2010
2043254,07/23/2010
2042435,07/22/2010
2027853,07/22/2010
1138764,07/22/2010
2048283,07/22/2010
1927494,07/22/2010
23325,07/22/2010
23327,07/22/2010
27225,07/22/2010
23331,07/22/2010
1243163,07/22/2010
1243162,07/22/2010
25676,07/22/2010
37337,07/22/2010
2021307,07/22/2010
2048281,07/22/2010
1489064,07/22/2010
2021306,07/22/2010
2043579,07/21/2010
2037736,07/21/2010
1846393,07/21/2010
1932259,07/21/2010
1932251,07/21/2010
33296,07/21/2010
48777,07/21/2010
1803861,07/21/2010
2043402,07/21/2010
1579625,07/21/2010
2043403,07/21/2010
1932259,07/21/2010
1165635,07/21/2010
23116,07/21/2010
1495438,07/21/2010
2043161,07/21/2010
5686,07/20/2010
2048240,07/20/2010
2042117,07/20/2010
2037445,07/20/2010
1741356,07/20/2010
2041838,07/20/2010
2043171,07/20/2010
1979468,07/20/2010
1767058,07/20/2010
2013502,07/20/2010
1544937,07/20/2010
1442912,07/20/2010
2013501,07/20/2010
1697799,07/20/2010
2042801,07/20/2010
1718785,07/20/2010
2043294,07/20/2010
2048260,07/20/2010
1165635,07/19/2010
26852,07/19/2010
2042890,07/19/2010
2042330,07/19/2010
84375,07/19/2010
2042893,07/19/2010
2043212,07/19/2010
2009517,07/19/2010
23333,07/19/2010
43089,07/19/2010
43088,07/19/2010
2033086,07/19/2010
2013876,07/19/2010
2037289,07/19/2010
1334497,07/19/2010
1490864,07/19/2010
2036376,07/19/2010
2037236,07/19/2010
2043498,07/19/2010
1981069,07/19/2010
1937293,07/19/2010
1909373,07/19/2010
2043470,07/19/2010
12342,07/19/2010
2037491,07/19/2010
2043367,07/19/2010
2027835,07/19/2010
1249180,07/16/2010
1799703,07/16/2010
2043351,07/16/2010
1927494,07/16/2010
1273267,07/16/2010
1902877,07/16/2010
1596889,07/16/2010
1893331,07/16/2010
1682383,07/16/2010
2043102,07/16/2010
39851,07/16/2010
2043282,07/16/2010
2043177,07/16/2010
2043152,07/16/2010
1737682,07/16/2010
2002612,07/16/2010
1273267,07/15/2010
71700,07/15/2010
1992007,07/15/2010
2043088,07/15/2010
2042746,07/15/2010
2042222,07/15/2010
2037364,07/15/2010
1927524,07/15/2010
23071,07/15/2010
1168793,07/15/2010
2002512,07/15/2010
2002512,07/15/2010
1999099,07/15/2010
2027593,07/15/2010
2036670,07/15/2010
1999100,07/15/2010
2027592,07/15/2010
1679112,07/15/2010
1999098,07/15/2010
1969302,07/15/2010
2026192,07/15/2010
1969301,07/15/2010
81721,07/15/2010
2043044,07/15/2010
8475,07/15/2010
2043232,07/15/2010
2036339,07/14/2010
2037056,07/14/2010
2042872,07/14/2010
2042074,07/14/2010
1223250,07/14/2010
2036945,07/14/2010
2036667,07/14/2010
2042957,07/14/2010
2037628,07/14/2010
25252,07/14/2010
46952,07/14/2010
1933344,07/14/2010
1496143,07/14/2010
1904290,07/14/2010
1649352,07/14/2010
1332921,07/14/2010
1228221,07/14/2010
2042959,07/14/2010
1909527,07/13/2010
1970419,07/13/2010
2037908,07/13/2010
2037577,07/13/2010
2042572,07/14/2010
2003534,07/13/2010
1647623,07/13/2010
1902645,07/13/2010
2042890,07/13/2010
1937863,07/13/2010
2009154,07/13/2010
2043088,07/13/2010
2042848,07/13/2010
1595681,07/13/2010
2041861,07/13/2010
2017907,07/13/2010
1909742,07/13/2010
19787,07/13/2010
2014275,07/13/2010
2014273,07/13/2010
2036480,07/13/2010
1991275,07/13/2010
2017906,07/13/2010
1767699,07/13/2010
1271753,07/13/2010
2042603,07/12/2010
1165635,07/12/2010
1884050,07/12/2010
38365,07/12/2010
1875166,07/12/2010
2037920,07/12/2010
20608,07/12/2010
84608,07/12/2010
1799655,06/28/2010
2042011,07/12/2010
2043185,07/12/2010
8221,07/12/2010
1869952,07/12/2010
2009449,07/12/2010
1954065,07/12/2010
80916,07/12/2010
30585,07/12/2010
2031962,07/12/2010
2043199,07/09/2010
32224,07/12/2010
2013124,07/09/2010
2043064,07/09/2010
51644,07/09/2010
19444,07/09/2010
1927149,07/09/2010
1517674,07/09/2010
2032587,07/09/2010
1991402,07/09/2010
2042082,06/24/2010
1245200,07/09/2010
84722,07/09/2010
2031620,07/09/2010
2042783,07/09/2010
2042792,07/09/2010
1332928,07/09/2010
2026715,07/09/2010
2042109,07/08/2010
3835,07/08/2010
1573543,07/08/2010
1275348,07/08/2010
1622772,07/08/2010
2004177,07/08/2010
40683,07/08/2010
2016888,07/08/2010
2027139,07/08/2010
1802415,07/08/2010
2041764,07/08/2010
2027137,07/08/2010
2027593,07/08/2010
2027592,07/08/2010
1645128,07/08/2010
2042610,07/08/2010
2032618,07/08/2010
2041664,06/24/2010
1982133,07/08/2010
25826,07/08/2010
2036475,07/08/2010
2041914,06/23/2010
2042583,07/07/2010
1000978,07/07/2010
1914596,07/07/2010
1276218,07/07/2010
78219,07/07/2010
1477980,06/23/2010
2042631,07/07/2010
2042176,07/07/2010
41294,07/07/2010
2037497,07/07/2010
2037402,07/07/2010
2032648,07/01/2010
2036895,07/07/2010
2026149,07/07/2010
1353941,07/07/2010
1915861,07/07/2010
2042512,07/07/2010
2042566,07/07/2010
2036445,07/07/2010
1594650,07/06/2010
2037798,07/06/2010
2042660,07/06/2010
2042354,07/06/2010
2042739,07/06/2010
1273267,07/06/2010
2042342,07/06/2010
1937863,07/06/2010
2042372,07/06/2010
1963864,07/06/2010
1593537,07/06/2010
1909305,07/06/2010
1045770,07/06/2010
1846393,07/06/2010
1869574,07/06/2010
2042705,07/06/2010
2032147,07/06/2010
1894395,07/02/2010
2042017,07/02/2010
2037247,07/02/2010
1379914,07/02/2010
2042108,07/02/2010
58274,07/02/2010
2042392,07/02/2010
54997,07/02/2010
2041862,07/02/2010
2036995,07/02/2010
2042662,07/02/2010
2032955,07/02/2010
2037592,07/02/2010
1547840,07/01/2010
2037518,07/01/2010
2042372,07/01/2010
2042451,07/01/2010
2042555,07/01/2010
1965142,07/01/2010
1980274,07/01/2010
1799655,07/01/2010
2042330,07/01/2010
2042435,07/01/2010
2017055,07/01/2010
2037878,07/01/2010
1868125,07/01/2010
2042145,06/30/2010
1841233,06/30/2010
1352227,06/30/2010
2026149,06/30/2010
2042117,06/30/2010
23448,06/30/2010
70085,06/30/2010
1739796,06/30/2010
2042222,06/30/2010
2027310,06/30/2010
2042381,06/30/2010
2027309,06/30/2010
1985090,06/30/2010
2042512,06/30/2010
2031660,06/30/2010
2042333,06/30/2010
1165635,06/30/2010
64371,06/29/2010
1933856,06/29/2010
2042020,06/29/2010
1573094,06/29/2010
1899260,06/29/2010
1143116,06/29/2010
1991801,06/29/2010
1991799,06/29/2010
23894,06/29/2010
2042265,06/29/2010
2037878,06/29/2010
49322,06/29/2010
2042311,06/29/2010
27417,06/29/2010
2032649,06/29/2010
2032648,06/29/2010
2042362,06/29/2010
1741827,06/28/2010
2041764,06/28/2010
24798,06/28/2010
2037736,06/28/2010
2042188,06/28/2010
1593537,06/28/2010
2031620,06/28/2010
2037207,06/28/2010
1305892,06/28/2010
1770283,06/28/2010
7208,06/28/2010
55321,06/28/2010
1354233,06/28/2010
9760,06/28/2010
133440,06/28/2010
1998433,06/28/2010
2037886,06/28/2010
1226628,06/25/2010
2041830,06/28/2010
2041862,06/25/2010
17085,06/25/2010
1740632,06/25/2010
1737682,06/25/2010
2036906,06/25/2010
2042203,06/25/2010
2032507,06/25/2010
2036426,06/25/2010
1771316,06/25/2010
79377,06/25/2010
8732,06/25/2010
2041879,06/25/2010
2036288,06/25/2010
2042268,06/25/2010
2009517,06/25/2010
1042761,06/24/2010
1493363,06/24/2010
2037798,06/24/2010
16271,06/24/2010
1718776,06/24/2010
1145015,06/24/2010
79820,06/24/2010
2042011,06/24/2010
2036475,06/24/2010
80108,06/24/2010
2026261,06/24/2010
71667,06/24/2010
15531,06/24/2010
2041759,06/24/2010
2036620,06/24/2010
2041759,06/24/2010
2042014,06/23/2010
2009095,06/23/2010
80108,06/23/2010
2037165,06/23/2010
2042022,06/23/2010
2042000,06/23/2010
70403,06/23/2010
1195799,06/23/2010
2020843,06/23/2010
2042004,06/23/2010
1489425,06/23/2010
1845360,06/23/2010
14439,06/23/2010
2041928,06/22/2010
1768650,06/23/2010
1323,06/23/2010
1743696,06/23/2010
2016727,06/23/2010
1767685,06/23/2010
1840837,06/23/2010
14440,06/23/2010
0,06/23/2010
2032098,06/23/2010
1933682,06/23/2010
2041759,06/22/2010
2036434,06/22/2010
1799416,06/22/2010
1274421,06/22/2010
2014235,06/22/2010
2033239,06/22/2010
1915909,06/22/2010
83745,06/22/2010
1717487,06/22/2010
2041659,06/22/2010
1682283,06/22/2010
1197972,06/22/2010
2014234,06/22/2010
2036431,06/22/2010
2014232,06/22/2010
2041943,06/22/2010
2003677,06/22/2010
1300087,06/22/2010
1139328,06/22/2010
1384027,06/22/2010
50295,06/22/2010
149,06/22/2010
1717136,06/22/2010
2031881,06/22/2010
38632,06/22/2010
2037325,06/22/2010
1513891,06/22/2010
79727,06/22/2010
1546460,06/22/2010
2041759,06/22/2010
1963128,06/22/2010
2036945,06/22/2010
41587,06/21/2010
2036906,06/21/2010
1840837,06/21/2010
0,06/21/2010
0,06/21/2010
1928,06/21/2010
1932,06/21/2010
13616,06/21/2010
1043591,06/21/2010
12016,06/21/2010
2036895,06/21/2010
2036542,06/21/2010
1596616,06/21/2010
1680260,06/21/2010
2032864,06/21/2010
2022354,06/21/2010
2037435,06/21/2010
2037484,06/21/2010
2022351,06/21/2010
2022350,06/21/2010
62,06/21/2010
1942500,06/21/2010
1304218,06/21/2010
1221746,06/18/2010
71826,06/18/2010
56003,06/18/2010
1740246,06/18/2010
1649716,06/18/2010
2003677,06/18/2010
1916430,06/18/2010
1741527,06/18/2010
1820512,06/18/2010
2027974,06/18/2010
2027973,06/18/2010
2037165,06/18/2010
2037926,06/18/2010
1647952,06/18/2010
2037952,06/17/2010
76798,06/18/2010
2036542,06/18/2010
2027835,06/18/2010
80108,06/17/2010
1909643,06/17/2010
1968867,06/17/2010
2032174,06/17/2010
2037790,06/17/2010
1909434,06/17/2010
1222611,06/17/2010
2037179,06/17/2010
2003309,06/17/2010
1479584,06/17/2010
1383534,06/17/2010
76898,06/17/2010
10963,06/17/2010
1904490,06/17/2010
1474276,06/17/2010
2021288,06/17/2010
2033239,06/17/2010
2021286,06/17/2010
1519710,06/17/2010
2037332,06/17/2010
25796,06/17/2010
76582,06/09/2010
44790,06/17/2010
9027,06/17/2010
10436,06/16/2010
1228206,06/16/2010
2037251,06/16/2010
36787,06/16/2010
35711,06/16/2010
2037798,06/16/2010
1868776,06/16/2010
1618446,06/16/2010
2037079,06/16/2010
1046727,06/16/2010
2031963,06/16/2010
45693,06/16/2010
21604,06/16/2010
2037486,06/16/2010
1677267,06/16/2010
2037435,06/16/2010
34220,06/16/2010
2036907,06/16/2010
2032147,06/16/2010
26891,06/16/2010
1772527,06/15/2010
31916,06/15/2010
2031677,06/15/2010
1242,06/15/2010
2031676,06/15/2010
2031456,06/15/2010
30407,06/15/2010
1991984,06/15/2010
1968657,06/15/2010
1847485,06/15/2010
857,06/15/2010
1228229,06/15/2010
1770419,06/15/2010
1331737,06/15/2010
1223722,06/15/2010
2036344,06/15/2010
56587,06/15/2010
1802,06/14/2010
24961,06/14/2010
1216163,06/14/2010
2032645,06/14/2010
1473391,06/14/2010
1579912,06/14/2010
2037168,06/14/2010
2037673,06/14/2010
1493363,06/14/2010
1909173,06/14/2010
1275236,06/14/2010
2037499,06/14/2010
2036844,06/14/2010
2036634,06/14/2010
83237,06/14/2010
15187,06/14/2010
23541,06/14/2010
2037600,06/14/2010
2037501,06/14/2010
2037491,06/14/2010
1681510,06/14/2010
1274421,06/14/2010
1381216,06/14/2010
1739629,06/14/2010
2037396,06/14/2010
2037577,06/14/2010
2017151,06/14/2010
2037180,06/11/2010
2037628,06/11/2010
32246,06/14/2010
22811,06/14/2010
1717064,06/11/2010
1495215,06/11/2010
2036906,06/11/2010
2015,06/11/2010
13691,06/11/2010
1696583,06/11/2010
13690,06/11/2010
1959670,06/11/2010
2027911,06/11/2010
2037332,06/11/2010
2027835,06/11/2010
0,06/10/2010
0,06/10/2010
1980459,06/10/2010
2036971,06/10/2010
2003452,06/10/2010
1121800,06/10/2010
77107,06/10/2010
41541,06/10/2010
2037612,06/10/2010
2004323,06/10/2010
2026811,06/10/2010
2027974,06/10/2010
24621,06/10/2010
2027973,06/10/2010
1969419,06/10/2010
2037309,06/10/2010
30865,06/10/2010
1992139,06/10/2010
75437,06/10/2010
2027901,06/10/2010
2036382,06/10/2010
1998906,06/10/2010
2031729,06/10/2010
1992138,06/10/2010
35953,06/10/2010
2002571,06/10/2010
1170576,06/09/2010
2004389,06/09/2010
1743488,06/09/2010
1495215,06/09/2010
1094878,06/09/2010
1681934,06/09/2010
1822710,06/09/2010
6465,06/09/2010
2037150,06/09/2010
2037391,06/09/2010
2037232,06/09/2010
1820895,06/09/2010
1968657,06/09/2010
1986262,06/09/2010
2031881,06/09/2010
1742271,06/08/2010
2032270,06/08/2010
2037207,06/08/2010
41541,06/08/2010
2032269,06/08/2010
1380606,06/08/2010
1898660,06/08/2010
2013349,06/08/2010
2013348,06/08/2010
1926872,06/08/2010
1717532,06/08/2010
2021278,06/08/2010
2013097,06/08/2010
2036382,06/08/2010
32728,06/08/2010
1593174,06/08/2010
1820841,06/08/2010
1398,06/08/2010
2026261,06/08/2010
21740,06/08/2010
2037261,06/08/2010
1042276,06/08/2010
74931,06/08/2010
1649643,06/07/2010
1841899,06/07/2010
3946,06/07/2010
1964573,06/07/2010
1446538,06/07/2010
1622055,06/07/2010
41541,06/07/2010
25805,06/07/2010
6527,06/07/2010
53313,06/07/2010
0,06/07/2010
15712,06/07/2010
21733,06/07/2010
15827,06/07/2010
1094878,06/07/2010
1379351,06/07/2010
1490982,06/07/2010
1874539,06/04/2010
1575380,06/04/2010
1304974,06/04/2010
1959863,06/04/2010
45628,06/04/2010
1804136,06/04/2010
1196827,06/04/2010
1356162,06/04/2010
2032668,06/04/2010
24538,06/04/2010
1578937,06/04/2010
2032087,06/04/2010
68637,06/04/2010
1921645,06/04/2010
2031510,06/03/2010
2036863,06/03/2010
1718547,06/03/2010
42592,06/03/2010
2032033,06/03/2010
1768092,06/03/2010
1899719,06/03/2010
1999099,06/03/2010
2031466,06/03/2010
1357825,06/03/2010
1307,06/03/2010
1943229,06/03/2010
1741749,06/03/2010
1998277,06/03/2010
1573767,06/03/2010
2036634,06/03/2010
0,06/03/2010
1548267,06/03/2010
85395,06/02/2010
1474274,06/03/2010
1224477,06/03/2010
1224477,06/03/2010
1999100,06/03/2010
46240,06/03/2010
1999098,06/03/2010
2037079,06/03/2010
1299773,06/03/2010
1142576,06/03/2010
1875403,06/03/2010
7141,06/03/2010
2036324,06/02/2010
1678330,06/02/2010
2036995,06/02/2010
2036917,06/02/2010
1841238,06/02/2010
1092321,06/02/2010
64171,06/01/2010
1491124,06/02/2010
1979720,06/01/2010
69637,06/01/2010
2033134,06/01/2010
47069,06/01/2010
2017149,06/01/2010
1819990,06/01/2010
1898660,06/01/2010
2032819,06/01/2010
1166055,06/01/2010
1969897,06/01/2010
1874185,06/01/2010
1880119,06/01/2010
1767163,05/28/2010
1921645,06/01/2010
10215,06/01/2010
69607,06/01/2010
2036960,06/01/2010
1975927,05/28/2010
1596342,05/28/2010
1331324,05/28/2010
1352213,05/28/2010
2032507,05/28/2010
2032775,05/28/2010
2027055,05/28/2010
2036542,05/28/2010
8715,05/12/2010
1273001,05/12/2010
1963660,05/28/2010
1676735,05/28/2010
1695904,05/28/2010
1880119,05/28/2010
1976078,05/12/2010
1695905,05/28/2010
2036585,05/28/2010
46181,05/28/2010
56553,05/28/2010
2032354,05/28/2010
1916430,05/28/2010
2013368,05/28/2010
1878482,05/21/2010
2013367,05/28/2010
1140714,05/26/2010
2009081,05/26/2010
2036543,05/26/2010
2036222,05/26/2010
32259,05/26/2010
2036684,05/26/2010
1899719,05/26/2010
1909273,05/26/2010
1593174,05/26/2010
85395,05/26/2010
1846981,05/26/2010
2003595,05/26/2010
15817,05/26/2010
7141,05/26/2010
2032846,05/26/2010
1622335,05/26/2010
39019,05/26/2010
2033170,05/26/2010
1491124,05/26/2010
21766,05/26/2010
3911,05/20/2010
2036512,05/26/2010
2032645,05/26/2010
1980017,05/25/2010
2032483,05/25/2010
1676827,05/25/2010
1698892,05/25/2010
2036278,05/25/2010
2036376,05/25/2010
1646035,05/25/2010
1675004,05/25/2010
2027764,05/25/2010
2033165,05/25/2010
2031968,05/25/2010
1352154,05/25/2010
2031541,05/25/2010
1650291,05/25/2010
1772041,05/25/2010
67882,05/25/2010
2013337,05/25/2010
2013367,05/11/2010
1739980,05/25/2010
58830,05/24/2010
2036484,05/24/2010
2032889,05/24/2010
1958652,05/24/2010
2033216,05/24/2010
20639,05/24/2010
1878479,05/24/2010
1880119,05/24/2010
1646222,05/24/2010
1981908,05/24/2010
1888834,05/24/2010
1878467,05/24/2010
1954292,05/24/2010
2036397,05/24/2010
2036267,05/24/2010
1044029,05/21/2010
10483,05/21/2010
1899099,05/21/2010
58905,05/21/2010
6975,05/21/2010
2027911,05/21/2010
1476320,05/21/2010
2032598,05/21/2010
25261,05/10/2010
2036324,05/21/2010
12967,05/21/2010
2026424,05/21/2010
2208683,05/21/2010
69637,05/21/2010
2033070,05/21/2010
2208682,05/21/2010
1545015,05/12/2010
2031937,05/12/2010
2033131,05/21/2010
39318,05/21/2010
77423,04/27/2010
1954150,05/21/2010
1618660,05/21/2010
1916430,05/21/2010
2031630,05/21/2010
25891,05/21/2010
1680480,05/21/2010
